new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
2,1,0,1,0,40,1,10,125419.4
4,1,1,1,0,40,1,0,35646.4
1,1,1,1,0,50,4096,4,11785.0
4,0,0,1,1,80,2048,2,35836.8
2,0,0,1,1,10,512,2,17668.2
5,0,1,0,0,40,128,2,9116.0
4,0,1,1,1,80,128,10,414281.4
5,0,1,1,0,80,32,4,9139.6
1,1,1,0,1,100,2,4,13274.8
2,1,0,0,1,50,2,0,7441.4
3,1,0,0,1,40,1,4,14382.0
4,1,1,0,1,10,512,6,21569.6
4,0,0,0,1,60,2048,10,113062.2
1,0,0,1,0,90,32,0,17713.2
1,1,0,1,0,50,64,8,102973.6
1,0,0,0,1,80,32,10,99754.2
2,1,1,1,0,60,1024,0,17611.6
5,1,0,1,0,10,32,0,9217.0
4,0,0,0,1,40,2,2,9564.4
3,0,0,0,1,10,1,8,42680.4
3,1,0,0,1,90,1,8,42865.4
5,1,0,1,1,10,2048,6,47626.8
4,0,0,0,1,60,1,10,266031.6
5,1,1,1,0,90,256,8,121469.4
5,0,0,1,1,40,256,0,9142.4
5,1,1,1,1,60,2,8,121428.8
1,1,0,0,0,50,512,10,101487.8
4,0,1,0,1,100,8,6,22553.2
1,1,0,0,1,40,2,4,13314.4
3,1,0,1,0,60,4,0,12811.2
4,0,0,0,1,40,1,10,266360.2
1,1,0,0,0,90,4,6,72884.4
2,0,1,1,1,0,16,10,131687.8
3,1,1,0,0,80,32,4,12169.4
2,1,1,0,1,20,8,6,76479.6
4,1,0,1,1,90,128,0,35877.0
4,0,0,1,1,100,32,4,43492.8
4,0,0,0,1,10,256,4,13870.8
5,0,1,1,0,70,16,2,9136.0
1,0,1,1,1,40,4,4,12412.0
2,0,1,0,1,40,16,8,96263.0
4,0,0,1,1,100,8,0,35868.8
3,0,1,1,1,30,4,8,37509.8
3,1,0,0,1,80,1,2,14249.2
4,0,0,0,0,0,1024,4,22067.6
4,0,0,1,0,20,16,8,124113.0
2,0,1,0,0,60,32,4,4585.0
1,1,0,1,0,50,32,4,11930.4
1,0,0,1,0,50,2,10,117676.8
1,0,0,1,0,100,4096,0,17724.2
4,0,0,1,0,30,2048,6,49132.4
2,1,0,1,0,50,16,6,93707.0
3,0,0,0,0,50,256,10,48841.0
4,1,1,1,1,80,8,2,35864.8
3,1,1,0,0,90,2048,8,37739.0
4,1,0,0,1,50,4,10,158685.0
1,1,1,1,1,70,2048,0,17689.6
2,1,1,1,0,70,256,0,17617.6
3,1,0,1,0,90,4,4,12868.0
3,1,1,0,0,0,2048,8,44364.6
5,1,0,0,0,30,1024,4,9148.8
4,0,1,0,0,70,1,6,34881.2
5,0,0,0,1,80,2048,4,9184.6
3,0,1,1,1,40,4,8,37534.4
3,1,1,0,0,10,1024,2,12466.2
2,1,0,1,0,60,8,8,109201.8
1,1,1,1,0,90,1,2,17610.2
2,1,0,0,0,50,2,10,80131.0
4,0,0,1,0,40,16,10,415392.2
3,1,1,0,0,90,16,2,12248.2
4,1,1,0,1,50,256,8,39732.2
4,0,1,1,0,30,32,4,43351.0
1,1,0,0,1,30,1,10,83367.2
2,1,1,0,0,40,64,8,101448.8
4,0,0,1,1,40,16,10,416378.4
3,1,0,0,0,0,4,10,47976.0
4,1,1,1,1,70,4096,6,49280.2
4,1,1,1,0,20,32,10,416268.4
5,0,0,0,0,10,32,6,47370.6
1,1,0,0,0,80,1024,6,90314.0
3,0,1,1,1,100,4096,2,12195.0
1,1,0,0,0,90,64,10,101490.4
1,1,1,1,0,70,2048,6,91165.0
5,0,0,1,1,40,1024,8,122693.2
1,1,1,0,1,80,64,10,102215.6
3,0,1,0,1,30,8,2,12504.0
2,1,0,0,0,50,32,2,4878.8
4,0,1,1,1,90,256,8,125442.6
3,1,0,1,0,80,16,0,12293.0
4,1,1,1,1,90,1,10,420240.2
2,1,0,1,0,50,128,2,17659.2
3,1,1,0,1,80,2048,8,38069.8
1,0,1,1,0,20,512,4,11964.4
5,0,0,1,1,10,4096,8,120991.0
3,0,0,1,0,80,2,2,13213.0
4,0,1,1,1,50,1024,0,35826.8
3,0,1,0,1,90,32,0,12196.8
5,0,1,1,1,90,32,0,9284.2
4,1,0,0,1,40,16,6,20528.8
1,1,0,0,1,10,256,0,17826.2
2,1,0,0,1,20,256,6,89081.2
2,0,1,0,1,60,1,0,11195.6
4,0,0,0,1,0,16,6,27588.2
5,1,0,0,0,100,2048,4,9145.6
4,0,0,1,0,90,32,8,125434.2
1,0,1,1,1,90,4096,8,103057.4
5,0,0,1,1,10,16,6,47498.8
5,1,1,0,1,0,8,8,121550.4
5,1,0,0,0,0,8,6,47661.2
1,0,1,0,0,50,256,2,17688.4
1,0,1,1,1,40,16,6,93601.2
4,0,1,1,1,60,4,2,35779.2
2,1,0,1,1,0,4096,2,17816.6
4,1,0,1,1,30,8,4,43490.2
5,0,1,1,0,100,2,8,121314.0
4,1,1,0,1,50,4096,10,113296.6
2,1,1,0,0,30,1,0,11241.2
5,0,0,1,0,60,2,2,9171.6
5,0,0,1,1,10,128,2,9203.8
1,1,1,1,1,30,512,8,103166.0
1,0,0,0,0,70,256,8,100392.6
5,1,1,0,1,50,16,6,47824.2
4,1,1,1,1,100,128,8,125055.6
5,1,1,1,1,0,4,8,121819.4
2,0,1,1,0,70,2048,6,91081.0
5,0,1,1,1,50,8,4,9168.4
2,1,0,0,1,10,2048,10,99946.4
3,1,0,1,0,60,8,8,37470.0
4,1,0,1,1,30,8,6,49254.8
5,0,0,1,1,0,4096,6,47386.8
1,0,1,0,0,30,32,10,98665.6
1,1,0,1,0,100,32,10,103546.4
3,1,0,0,0,50,256,0,12200.2
2,1,0,0,1,20,512,10,101137.8
4,0,1,0,0,40,1024,2,8950.8
4,1,1,1,0,60,16,8,125158.8
5,0,0,1,1,90,32,0,9159.8
5,1,1,1,1,60,4,4,9136.2
4,0,0,1,1,10,4,6,48374.8
5,0,1,0,1,10,1024,0,9124.2
5,0,1,0,0,80,8,8,121984.2
4,1,1,1,1,50,4096,10,416667.6
2,1,0,1,0,80,4096,4,11903.0
3,0,1,0,1,10,4096,10,50349.4
2,1,1,1,1,40,2048,8,103114.0
4,0,0,1,0,80,1,2,35710.2
1,0,1,0,1,100,256,6,89293.4
3,1,1,0,0,40,128,6,10725.6
2,1,1,1,0,0,2048,0,17861.6
2,0,0,0,0,60,2048,8,101394.6
4,0,1,0,1,80,32,10,115478.6
4,0,1,1,1,60,8,2,35796.0
3,1,1,1,1,40,1,10,50315.8
5,1,1,1,0,70,1,10,299347.0
2,0,1,0,1,60,512,0,4706.0
4,0,1,1,1,80,32,4,43601.2
2,0,0,1,0,80,1024,6,90984.2
4,0,0,1,0,0,8,2,35286.4
1,1,1,1,0,40,4,8,114202.2
3,1,0,0,1,0,512,8,44332.6
2,1,0,0,0,20,256,6,89379.8
1,1,1,1,0,10,1,6,116422.2
1,0,1,1,1,40,2048,8,103081.4
2,0,1,0,1,0,256,0,11381.8
3,1,1,1,1,100,2,2,13165.6
2,0,1,1,1,50,256,6,90998.4
5,0,1,0,0,70,16,0,9174.4
3,0,1,0,1,100,512,6,10567.6
3,0,0,0,0,40,4,10,46724.8
1,1,0,1,1,40,64,8,102931.4
1,0,1,0,0,30,1,6,78674.0
1,0,1,0,0,100,4096,6,89240.4
1,0,1,0,0,70,32,2,17729.8
4,1,0,0,1,10,512,6,21463.0
2,1,1,0,0,30,512,8,100799.6
5,0,0,1,0,70,2,6,47555.6
2,0,0,1,0,0,32,6,123588.4
2,0,1,0,1,80,128,8,101538.4
4,1,0,0,0,50,2,0,9537.0
2,0,1,0,1,60,512,4,4423.2
4,0,1,0,1,10,4,8,53928.2
1,1,0,1,0,80,8,4,12175.6
2,0,1,1,1,50,2048,8,102971.0
2,0,1,1,1,100,512,4,11749.6
5,1,0,0,0,100,128,0,9156.8
1,0,0,0,0,0,4096,6,82064.0
1,1,1,1,0,10,2,10,118048.6
2,1,1,1,0,20,4096,0,17632.0
5,1,1,0,1,0,512,2,9260.2
4,1,1,0,1,80,2,6,26389.4
5,1,0,0,1,90,256,6,47599.0
4,1,1,1,0,70,512,8,124969.0
3,0,0,1,1,90,2048,2,12277.8
2,0,1,1,0,50,2,4,13269.0
2,1,1,1,1,40,2048,2,17661.6
5,1,1,0,1,90,32,0,9177.6
3,1,0,0,1,100,2048,4,12212.6
5,1,0,1,0,60,1024,4,9153.6
1,1,1,1,1,90,2048,10,103387.8
3,1,0,1,0,30,1,2,14285.4
1,0,1,1,0,100,16,6,94010.6
2,1,0,0,0,80,128,2,4706.6
2,1,1,0,1,80,16,2,4993.2
2,1,0,1,1,60,4,2,17634.8
3,0,0,1,0,30,256,2,11952.0
4,1,0,1,0,60,8,2,35975.0
2,1,1,1,1,20,16,0,17702.4
1,1,0,1,0,60,512,0,17823.2
3,1,1,1,0,20,128,0,12225.0
3,0,1,1,1,30,4096,2,12123.6
5,0,0,1,0,10,16,6,47534.2
3,0,1,1,1,100,512,4,12153.4
5,1,0,0,1,30,256,4,9220.2
2,0,1,1,1,40,1024,10,103132.8
3,1,0,0,0,70,4,2,12793.2
3,0,0,0,0,50,64,10,48657.2
1,1,0,1,1,80,256,6,90733.4
2,1,1,1,0,60,16,10,105464.6
5,1,0,0,0,40,16,8,121204.4
4,1,1,0,0,40,1,10,266398.8
5,1,1,0,1,30,4096,0,9232.0
5,0,1,0,0,80,1024,8,121093.6
4,1,1,1,0,20,2048,8,123863.0
2,0,1,0,1,70,128,6,84804.6
3,1,0,0,1,10,4,6,13743.8
5,0,1,0,0,0,512,6,47663.4
4,0,0,1,0,40,256,8,124801.4
1,1,0,0,1,0,128,2,17900.0
5,0,1,0,0,70,512,4,9312.2
2,0,1,1,1,0,1024,2,17774.2
1,1,0,0,0,90,2048,8,100853.8
5,0,0,1,1,40,2,8,120955.2
2,0,1,0,0,90,64,2,4648.0
5,0,1,1,1,20,1024,8,121661.8
2,0,1,0,1,30,2,4,12785.4
4,0,1,0,0,90,1024,0,8891.0
1,1,1,0,0,10,32,2,17804.4
3,0,1,1,1,10,512,6,11864.4
3,1,1,0,1,10,128,10,50605.8
2,1,0,0,1,10,4,0,6116.8
5,0,1,1,0,100,2,8,121314.0
2,0,1,1,0,30,256,4,11991.8
1,1,0,1,1,60,32,10,103482.6
2,0,0,0,1,40,16,8,96435.4
5,1,1,0,1,40,128,2,9140.2
1,0,1,1,0,100,1024,0,17679.2
1,1,0,0,1,10,16,2,17716.0
5,1,1,1,0,50,512,0,9149.4
3,0,1,1,0,60,1024,10,48459.8
5,0,1,1,0,0,512,6,47548.6
3,1,1,1,1,90,256,6,10598.8
3,0,0,0,1,0,32,0,15906.8
2,0,0,0,1,100,8,8,86159.4
4,0,0,0,0,70,1,6,34976.6
3,1,1,1,1,90,2,2,13041.0
3,1,0,0,1,60,4,8,37597.2
4,0,0,0,0,0,128,4,22160.8
1,0,0,0,0,0,512,4,18430.0
5,0,1,0,0,90,8,4,9169.2
4,0,0,0,0,30,128,8,40801.0
1,0,1,0,0,40,128,10,101314.6
2,0,0,1,0,10,32,0,17663.8
4,0,1,0,1,40,64,4,13087.2
3,0,1,0,1,10,2,8,39262.6
3,1,0,1,1,70,2048,6,10949.0
1,1,1,1,1,60,4,8,113846.2
4,0,1,0,1,30,512,4,13190.0
5,1,1,1,1,20,32,6,47560.4
3,0,0,0,1,80,4096,6,10752.8
4,0,1,1,1,20,2,2,35754.2
3,0,1,1,0,10,256,0,12440.0
4,1,1,0,0,100,2048,8,38788.4
4,0,1,0,1,40,16,6,20834.6
5,1,1,0,0,100,1,4,9124.6
4,1,0,1,1,100,1024,0,35650.2
5,0,1,0,0,10,16,10,300220.8
2,0,1,1,1,60,16,6,93781.4
2,0,0,1,1,60,16,6,93646.2
4,1,1,0,0,30,64,6,20067.6
4,1,1,1,1,80,2,2,35785.4
2,1,1,1,0,20,256,8,103590.4
3,1,0,0,1,100,1,8,42677.4
5,0,0,1,0,50,16,2,9118.2
3,1,0,0,1,100,16,10,47905.0
4,1,0,1,0,60,16,4,43536.0
1,1,0,0,0,70,1024,10,100651.4
5,0,1,0,0,60,4096,2,9158.0
5,0,1,0,0,30,512,8,121888.0
5,1,0,0,1,10,32,10,299219.0
4,1,1,0,0,0,4,8,75893.0
4,1,0,0,0,0,32,0,11893.6
4,0,0,1,1,50,256,0,35949.4
4,0,1,0,0,80,2048,4,12814.0
4,0,1,1,1,50,32,6,49508.4
1,0,1,1,0,50,1024,6,90980.8
4,1,1,0,0,50,4096,10,113696.4
3,0,0,0,0,60,32,8,37936.0
4,1,0,0,0,0,1,8,75909.2
1,1,0,1,1,30,16,0,17803.8
2,0,0,0,1,0,16,2,11451.6
4,0,0,0,1,50,4096,4,13081.4
3,0,1,0,0,40,2,2,13088.4
3,1,1,0,1,80,32,8,38037.2
3,1,0,0,1,10,2048,8,39386.4
5,0,1,0,0,40,2,8,121603.8
2,1,1,1,1,50,2,0,17642.4
5,1,1,1,0,50,1,2,9136.2
5,1,0,0,0,60,4096,2,9150.6
3,0,0,1,0,60,16,6,11464.0
3,0,0,1,1,70,4096,8,38071.2
5,1,1,1,1,40,4,6,47572.0
2,1,0,0,1,0,64,10,85423.6
5,1,0,1,1,80,32,6,47755.4
2,1,0,0,0,70,2,0,7459.0
4,0,1,1,0,90,16,4,43439.6
5,1,0,0,0,20,1,4,9148.2
2,1,1,1,0,80,2048,8,102713.6
2,0,1,0,0,40,1,2,11181.0
5,1,0,0,1,20,256,4,9108.2
3,1,0,0,1,10,512,10,50336.8
1,1,1,1,0,90,2048,2,17711.8
2,0,1,0,0,100,128,2,4678.4
4,0,0,0,1,50,16,2,9019.2
1,0,0,0,0,50,256,8,101098.6
3,0,0,0,0,30,128,0,12094.4
1,0,0,1,0,40,1,4,15235.6
1,1,1,1,1,90,8,8,109367.0
5,1,1,0,1,0,4096,0,9248.0
5,0,0,0,0,0,4096,10,298081.2
5,0,1,0,0,20,2,0,9158.8
2,1,0,0,0,100,1,8,83413.4
5,0,1,0,0,80,64,8,121286.4
3,0,0,0,0,60,4096,2,12312.4
5,0,0,1,0,100,4096,2,9160.6
3,0,0,0,1,20,1,4,14495.4
2,0,0,1,0,90,512,2,17703.0
5,1,0,1,1,40,1024,0,9189.0
3,1,1,0,1,60,512,4,12177.4
1,1,0,0,1,100,4,10,81177.4
3,0,0,1,0,20,4,2,13017.8
2,1,0,0,1,0,128,0,11403.4
3,0,1,1,1,80,32,6,10828.8
4,1,0,1,1,100,32,10,416085.8
4,1,1,1,0,0,2048,8,115892.8
1,0,0,1,0,80,8,4,12171.6
